RefSeqID	GOTerm	Description
NM_001330511	GO:0005634	nucleus
NM_001330511	GO:0031410	cytoplasmic vesicle
NM_001330511	GO:0005768	endosome
NM_001330511	GO:0005654	nucleoplasm
NM_001330511	GO:0005829	cytosol
NM_001330511	GO:0005886	plasma membrane
NM_001330511	GO:0023052	signaling
NM_001330511	GO:0012501	programmed cell death
NM_001330511	GO:0005975	carbohydrate metabolic process
NM_001330511	GO:0006091	generation of precursor metabolites and energy
NM_001330511	GO:0006886	intracellular protein transport
NM_001330511	GO:0030154	cell differentiation
NM_001330511	GO:0048870	cell motility
NM_001330511	GO:0098772	molecular function regulator activity
NM_001330511	GO:0048856	anatomical structure development
NM_001330511	GO:0055085	transmembrane transport
NM_001330511	GO:0006629	lipid metabolic process
	GO:0031410	cytoplasmic vesicle
	GO:0005768	endosome
NM_001243028	GO:0036211	protein modification process
NM_001243028	GO:0003824	catalytic activity
NM_001243028	GO:0016740	transferase activity
NM_001243028	GO:0140096	catalytic activity, acting on a protein
NM_001243028	GO:0043226	organelle
NM_001243028	GO:0005634	nucleus
NM_001243028	GO:0005654	nucleoplasm
NM_001243028	GO:0005829	cytosol
NM_001243027	GO:0036211	protein modification process
NM_001243027	GO:0003824	catalytic activity
NM_001243027	GO:0016740	transferase activity
NM_001243027	GO:0140096	catalytic activity, acting on a protein
NM_001243027	GO:0043226	organelle
NM_001243027	GO:0005634	nucleus
NM_001243027	GO:0005654	nucleoplasm
NM_001243027	GO:0005829	cytosol
NM_181690	GO:0036211	protein modification process
NM_181690	GO:0003824	catalytic activity
NM_181690	GO:0016740	transferase activity
NM_181690	GO:0140096	catalytic activity, acting on a protein
NM_181690	GO:0043226	organelle
NM_181690	GO:0005634	nucleus
NM_181690	GO:0023052	signaling
NM_181690	GO:0048856	anatomical structure development
NM_181690	GO:0048870	cell motility
NM_181690	GO:0007005	mitochondrion organization
NM_001206729	GO:0036211	protein modification process
NM_001206729	GO:0003824	catalytic activity
NM_001206729	GO:0016740	transferase activity
NM_001206729	GO:0140096	catalytic activity, acting on a protein
NM_001206729	GO:0043226	organelle
NM_001206729	GO:0005634	nucleus
NM_001206729	GO:0023052	signaling
NM_001206729	GO:0048856	anatomical structure development
NM_001206729	GO:0048870	cell motility
NM_001206729	GO:0007005	mitochondrion organization
NM_001370074	GO:0036211	protein modification process
NM_001370074	GO:0003824	catalytic activity
NM_001370074	GO:0016740	transferase activity
NM_001370074	GO:0140096	catalytic activity, acting on a protein
NM_001370074	GO:0043226	organelle
NM_001370074	GO:0005634	nucleus
NM_001370074	GO:0023052	signaling
NM_001370074	GO:0048856	anatomical structure development
NM_001370074	GO:0048870	cell motility
NM_001370074	GO:0007005	mitochondrion organization
NM_005465	GO:0036211	protein modification process
NM_005465	GO:0003824	catalytic activity
NM_005465	GO:0016740	transferase activity
NM_005465	GO:0140096	catalytic activity, acting on a protein
NM_005465	GO:0043226	organelle
NM_005465	GO:0005634	nucleus
NM_005465	GO:0023052	signaling
NM_005465	GO:0048856	anatomical structure development
NM_005465	GO:0048870	cell motility
NM_005465	GO:0007005	mitochondrion organization
NM_017749	GO:0043226	organelle
NM_017749	GO:0005634	nucleus
NM_017749	GO:0005783	endoplasmic reticulum
NM_017749	GO:0005739	mitochondrion
NM_017749	GO:0005856	cytoskeleton
NM_017749	GO:0036211	protein modification process
NM_017749	GO:0006914	autophagy
NM_017749	GO:0005773	vacuole
NM_017749	GO:0005829	cytosol
NM_017749	GO:0031410	cytoplasmic vesicle
NM_017749	GO:0048856	anatomical structure development
NM_017749	GO:0030154	cell differentiation
NM_017749	GO:0005929	cilium
NM_017749	GO:0030163	protein catabolic process
NM_017749	GO:0007005	mitochondrion organization
NM_017749	GO:0060090	molecular adaptor activity
NM_017749	GO:0023052	signaling
NM_017749	GO:0000278	mitotic cell cycle
NM_017749	GO:0002376	immune system process
NM_017749	GO:0007155	cell adhesion
NM_017749	GO:0065003	protein-containing complex assembly
NM_001367470	GO:0043226	organelle
NM_001367470	GO:0005634	nucleus
NM_001367470	GO:0005783	endoplasmic reticulum
NM_001367470	GO:0005739	mitochondrion
NM_001367470	GO:0005856	cytoskeleton
NM_001367470	GO:0036211	protein modification process
NM_001367470	GO:0006914	autophagy
NM_001367470	GO:0005773	vacuole
NM_001367470	GO:0005829	cytosol
NM_001367470	GO:0031410	cytoplasmic vesicle
NM_001367470	GO:0048856	anatomical structure development
NM_001367470	GO:0030154	cell differentiation
NM_001367470	GO:0005929	cilium
NM_001367470	GO:0030163	protein catabolic process
NM_001367470	GO:0007005	mitochondrion organization
NM_001367470	GO:0060090	molecular adaptor activity
NM_001367470	GO:0023052	signaling
NM_001367470	GO:0000278	mitotic cell cycle
NM_001367470	GO:0002376	immune system process
NM_001367470	GO:0007155	cell adhesion
NM_001367470	GO:0065003	protein-containing complex assembly
NM_001367471	GO:0043226	organelle
NM_001367471	GO:0005634	nucleus
NM_001367471	GO:0005783	endoplasmic reticulum
NM_001367471	GO:0005739	mitochondrion
NM_001367471	GO:0005856	cytoskeleton
NM_001367471	GO:0036211	protein modification process
NM_001367471	GO:0006914	autophagy
NM_001367471	GO:0005773	vacuole
NM_001367471	GO:0005829	cytosol
NM_001367471	GO:0031410	cytoplasmic vesicle
NM_001367471	GO:0048856	anatomical structure development
NM_001367471	GO:0030154	cell differentiation
NM_001367471	GO:0005929	cilium
NM_001367471	GO:0030163	protein catabolic process
NM_001367471	GO:0007005	mitochondrion organization
NM_001367471	GO:0060090	molecular adaptor activity
NM_001367471	GO:0023052	signaling
NM_001367471	GO:0000278	mitotic cell cycle
NM_001367471	GO:0002376	immune system process
NM_001367471	GO:0007155	cell adhesion
NM_001367471	GO:0065003	protein-containing complex assembly
NM_001267782	GO:0043226	organelle
NM_001267782	GO:0005634	nucleus
NM_001267782	GO:0005783	endoplasmic reticulum
NM_001267782	GO:0005739	mitochondrion
NM_001267782	GO:0005856	cytoskeleton
NM_001267782	GO:0036211	protein modification process
NM_001267782	GO:0006914	autophagy
NM_001267782	GO:0005773	vacuole
NM_001267782	GO:0005829	cytosol
NM_001267782	GO:0031410	cytoplasmic vesicle
NM_001267782	GO:0048856	anatomical structure development
NM_001267782	GO:0030154	cell differentiation
NM_001267782	GO:0005929	cilium
NM_001267782	GO:0030163	protein catabolic process
NM_001267782	GO:0007005	mitochondrion organization
NM_001267782	GO:0060090	molecular adaptor activity
NM_001267782	GO:0023052	signaling
NM_001267782	GO:0000278	mitotic cell cycle
NM_001267782	GO:0002376	immune system process
NM_001267782	GO:0007155	cell adhesion
NM_001267782	GO:0065003	protein-containing complex assembly
NM_001300731	GO:0043226	organelle
NM_001300731	GO:0005634	nucleus
NM_001300731	GO:0005783	endoplasmic reticulum
NM_001300731	GO:0005739	mitochondrion
NM_001300731	GO:0005856	cytoskeleton
NM_001300731	GO:0036211	protein modification process
NM_001300731	GO:0006914	autophagy
NM_001300731	GO:0005773	vacuole
NM_001300731	GO:0005829	cytosol
NM_001300731	GO:0031410	cytoplasmic vesicle
NM_001300731	GO:0048856	anatomical structure development
NM_001300731	GO:0030154	cell differentiation
NM_001300731	GO:0005929	cilium
NM_001300731	GO:0030163	protein catabolic process
NM_001300731	GO:0007005	mitochondrion organization
NM_001300731	GO:0060090	molecular adaptor activity
NM_001300731	GO:0023052	signaling
NM_001300731	GO:0000278	mitotic cell cycle
NM_001300731	GO:0002376	immune system process
NM_001300731	GO:0007155	cell adhesion
NM_001300731	GO:0065003	protein-containing complex assembly
NM_001367468	GO:0043226	organelle
NM_001367468	GO:0005634	nucleus
NM_001367468	GO:0005783	endoplasmic reticulum
NM_001367468	GO:0005739	mitochondrion
NM_001367468	GO:0005856	cytoskeleton
NM_001367468	GO:0036211	protein modification process
NM_001367468	GO:0006914	autophagy
NM_001367468	GO:0005773	vacuole
NM_001367468	GO:0005829	cytosol
NM_001367468	GO:0031410	cytoplasmic vesicle
NM_001367468	GO:0048856	anatomical structure development
NM_001367468	GO:0030154	cell differentiation
NM_001367468	GO:0005929	cilium
NM_001367468	GO:0030163	protein catabolic process
NM_001367468	GO:0007005	mitochondrion organization
NM_001367468	GO:0060090	molecular adaptor activity
NM_001367468	GO:0023052	signaling
NM_001367468	GO:0000278	mitotic cell cycle
NM_001367468	GO:0002376	immune system process
NM_001367468	GO:0007155	cell adhesion
NM_001367468	GO:0065003	protein-containing complex assembly
	GO:0005783	endoplasmic reticulum
	GO:0005739	mitochondrion
	GO:0005773	vacuole
	GO:0005929	cilium
	GO:0060090	molecular adaptor activity
NM_001387011	GO:0043226	organelle
NM_001387011	GO:0005634	nucleus
NM_001387011	GO:0005783	endoplasmic reticulum
NM_001387011	GO:0005739	mitochondrion
NM_001387011	GO:0005856	cytoskeleton
NM_001387011	GO:0036211	protein modification process
NM_001387011	GO:0006914	autophagy
NM_001387011	GO:0005773	vacuole
NM_001387011	GO:0005829	cytosol
NM_001387011	GO:0031410	cytoplasmic vesicle
NM_001387011	GO:0048856	anatomical structure development
NM_001387011	GO:0030154	cell differentiation
NM_001387011	GO:0005929	cilium
NM_001387011	GO:0030163	protein catabolic process
NM_001387011	GO:0007005	mitochondrion organization
NM_001387011	GO:0060090	molecular adaptor activity
NM_001387011	GO:0023052	signaling
NM_001387011	GO:0000278	mitotic cell cycle
NM_001387011	GO:0002376	immune system process
NM_001387011	GO:0007155	cell adhesion
NM_001387011	GO:0006351	DNA-templated transcription
NM_001387011	GO:0006355	regulation of DNA-templated transcription
NM_001387011	GO:0012501	programmed cell death
NM_001387011	GO:0065003	protein-containing complex assembly
NM_181861	GO:0012501	programmed cell death
NM_181861	GO:0023052	signaling
NM_181861	GO:0005829	cytosol
NM_181861	GO:0005576	extracellular region
NM_181861	GO:0043226	organelle
NM_181861	GO:0005615	extracellular space
NM_181861	GO:0048856	anatomical structure development
NM_181861	GO:0031410	cytoplasmic vesicle
NM_181861	GO:0098772	molecular function regulator activity
NM_181861	GO:0030154	cell differentiation
NM_181861	GO:0005634	nucleus
NM_181869	GO:0012501	programmed cell death
NM_181869	GO:0005829	cytosol
NM_181869	GO:0005576	extracellular region
NM_181869	GO:0023052	signaling
NM_181869	GO:0043226	organelle
NM_181869	GO:0005615	extracellular space
NM_181869	GO:0048856	anatomical structure development
NM_181869	GO:0031410	cytoplasmic vesicle
NM_181869	GO:0098772	molecular function regulator activity
NM_181868	GO:0012501	programmed cell death
NM_181868	GO:0023052	signaling
NM_181868	GO:0005829	cytosol
NM_181868	GO:0005576	extracellular region
NM_181868	GO:0043226	organelle
NM_181868	GO:0005615	extracellular space
NM_181868	GO:0048856	anatomical structure development
NM_181868	GO:0031410	cytoplasmic vesicle
NM_181868	GO:0098772	molecular function regulator activity
NM_001160	GO:0012501	programmed cell death
NM_001160	GO:0023052	signaling
NM_001160	GO:0005829	cytosol
NM_001160	GO:0005576	extracellular region
NM_001160	GO:0043226	organelle
NM_001160	GO:0005615	extracellular space
NM_001160	GO:0048856	anatomical structure development
NM_001160	GO:0031410	cytoplasmic vesicle
NM_001160	GO:0098772	molecular function regulator activity
	GO:0005576	extracellular region
	GO:0005615	extracellular space
NM_013229	GO:0012501	programmed cell death
NM_013229	GO:0023052	signaling
NM_013229	GO:0005829	cytosol
NM_013229	GO:0005576	extracellular region
NM_013229	GO:0043226	organelle
NM_013229	GO:0005615	extracellular space
NM_013229	GO:0048856	anatomical structure development
NM_013229	GO:0031410	cytoplasmic vesicle
NM_013229	GO:0098772	molecular function regulator activity
NM_001257319	GO:0043226	organelle
NM_001257319	GO:0005634	nucleus
NM_001257319	GO:0005654	nucleoplasm
NM_001257319	GO:0005783	endoplasmic reticulum
NM_001257319	GO:0005886	plasma membrane
NM_001257319	GO:0023052	signaling
NM_001257319	GO:0012501	programmed cell death
NM_001257319	GO:0006325	chromatin organization
NM_001257319	GO:0006351	DNA-templated transcription
NM_001257319	GO:0006355	regulation of DNA-templated transcription
NM_001257319	GO:0042393	histone binding
NM_001257319	GO:0048856	anatomical structure development
NM_001257319	GO:0030154	cell differentiation
NM_001257319	GO:0140110	transcription regulator activity
NM_001257319	GO:0060090	molecular adaptor activity
NM_001257319	GO:0003012	muscle system process
NM_001257320	GO:0043226	organelle
NM_001257320	GO:0005634	nucleus
NM_001257320	GO:0005654	nucleoplasm
NM_001257320	GO:0005783	endoplasmic reticulum
NM_001257320	GO:0005886	plasma membrane
NM_001257320	GO:0023052	signaling
NM_001257320	GO:0012501	programmed cell death
NM_001257320	GO:0006325	chromatin organization
NM_001257320	GO:0006351	DNA-templated transcription
NM_001257320	GO:0006355	regulation of DNA-templated transcription
NM_001257320	GO:0042393	histone binding
NM_001257320	GO:0048856	anatomical structure development
NM_001257320	GO:0030154	cell differentiation
NM_001257320	GO:0140110	transcription regulator activity
NM_001257320	GO:0060090	molecular adaptor activity
NM_001257320	GO:0003012	muscle system process
	GO:0006325	chromatin organization
	GO:0042393	histone binding
	GO:0140110	transcription regulator activity
	GO:0003012	muscle system process
NM_001164	GO:0043226	organelle
NM_001164	GO:0005634	nucleus
NM_001164	GO:0005654	nucleoplasm
NM_001164	GO:0005783	endoplasmic reticulum
NM_001164	GO:0005886	plasma membrane
NM_001164	GO:0023052	signaling
NM_001164	GO:0012501	programmed cell death
NM_001164	GO:0006325	chromatin organization
NM_001164	GO:0006351	DNA-templated transcription
NM_001164	GO:0006355	regulation of DNA-templated transcription
NM_001164	GO:0042393	histone binding
NM_001164	GO:0048856	anatomical structure development
NM_001164	GO:0030154	cell differentiation
NM_001164	GO:0140110	transcription regulator activity
NM_001164	GO:0060090	molecular adaptor activity
NM_001164	GO:0003012	muscle system process
NM_145689	GO:0043226	organelle
NM_145689	GO:0005634	nucleus
NM_145689	GO:0005654	nucleoplasm
NM_145689	GO:0005783	endoplasmic reticulum
NM_145689	GO:0005886	plasma membrane
NM_145689	GO:0023052	signaling
NM_145689	GO:0012501	programmed cell death
NM_145689	GO:0006325	chromatin organization
NM_145689	GO:0006351	DNA-templated transcription
NM_145689	GO:0006355	regulation of DNA-templated transcription
NM_145689	GO:0042393	histone binding
NM_145689	GO:0048856	anatomical structure development
NM_145689	GO:0030154	cell differentiation
NM_145689	GO:0140110	transcription regulator activity
NM_145689	GO:0060090	molecular adaptor activity
NM_145689	GO:0003012	muscle system process
NM_001257321	GO:0043226	organelle
NM_001257321	GO:0005634	nucleus
NM_001257321	GO:0005654	nucleoplasm
NM_001257321	GO:0005783	endoplasmic reticulum
NM_001257321	GO:0005886	plasma membrane
NM_001257321	GO:0023052	signaling
NM_001257321	GO:0012501	programmed cell death
NM_001257321	GO:0006325	chromatin organization
NM_001257321	GO:0006351	DNA-templated transcription
NM_001257321	GO:0006355	regulation of DNA-templated transcription
NM_001257321	GO:0042393	histone binding
NM_001257321	GO:0048856	anatomical structure development
NM_001257321	GO:0030154	cell differentiation
NM_001257321	GO:0140110	transcription regulator activity
NM_001257321	GO:0060090	molecular adaptor activity
NM_001257321	GO:0003012	muscle system process
